x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14
-1.083,1.6483,0.89185,4.6297,0.51257,1.4009,6.5728,0.62982,-1.4121,1,-3.7855,0.46307,1,1
-0.91843,4.2822,0.32309,3.3991,-0.65789,1.2205,5.2492,-0.70717,-1.1972,1,0.63196,0.49969,1,0
-0.61805,2.8501,0.91707,3.7532,-0.19751,2.0283,6.0601,0.014267,-1.8098,1,2.4529,-0.34682,1,1
1.1171,-0.94699,-0.74398,-1.3535,-1.3809,0.2309,-4.9814,-1.4576,-0.19376,1,-0.17846,0.58256,0,0
-0.61809,-4.5261,-0.63239,3.2614,-0.59016,-0.9337,4.4982,-0.78182,0.70203,1,-0.15196,-0.51802,1,1
1.2231,1.7819,-0.48406,2.709,-1.1942,0.11357,5.0891,-1.0563,-0.28235,1,0.14149,-0.091402,1,1
0.075592,-0.3676,-0.41196,3.9064,0.149,-0.96327,4.659,-0.030384,0.8944,1,0.59106,-1.1133,1,1
0.8216,1.0774,-1.1205,-1.6427,-1.9316,0.0095067,-5.5181,-1.7746,-0.14132,1,-0.12865,0.28607,0,0
0.83869,-3.6833,0.38269,4.9001,0.55117,0.20874,5.5137,0.41165,-0.071967,0,-0.38151,0.57459,1,0
1.2842,-0.68507,-0.75036,2.8042,-1.5494,-0.021224,3.9288,-1.3759,-0.14941,1,0.2041,-0.30449,1,1
0.21706,-0.7971,-0.49653,-3.1355,-0.25264,-0.53643,-4.8797,-0.37153,0.47971,1,1.0205,-1.1061,0,1
1.2394,1.2206,-0.72656,-1.8703,-1.2126,-0.18259,-5.3562,-1.2843,-0.031495,1,-0.62956,-0.81103,0,1
1.1065,0.28725,0.30179,-3.1383,0.47189,0.16346,-5.3799,0.61221,-0.10094,1,-1.2619,0.32038,0,1
1.3895,1.513,-0.10291,4.0115,0.077023,0.28123,5.3765,-0.06794,-0.2093,1,-0.12453,1.1264,1,0
-1.0653,-2.5182,1.5667,-4.4271,1.9451,1.366,-6.2241,1.6583,-1.1542,0,0.1481,-0.07122,0,0
-0.59578,-3.6087,1.0981,-3.0042,0.92904,1.2073,-5.0995,1.0974,-0.84513,1,2.1976,0.83112,0,1
-0.56654,-3.0868,-0.3024,3.8801,0.11942,-0.88144,4.709,-0.12731,0.85269,1,0.28898,-0.87063,1,1
0.79292,4.0324,-0.17437,-3.2684,-0.076817,-0.30573,-3.7782,-0.15792,0.32831,0,-1.4305,-0.98287,0,0
0.49253,0.70047,-0.57285,-2.5859,-0.77773,-0.68655,-4.8754,-0.86072,0.39121,1,0.88889,-0.79287,0,1
0.58746,-1.8721,-0.37172,-2.9264,-1.1211,0.0203,-5.5455,-0.98021,-0.22552,1,-0.17529,0.017808,0,1
0.42581,-3.8021,0.76856,5.6262,1.3726,-0.024349,5.6172,1.2999,0.16328,1,-2.442,-0.24885,1,1
-0.077901,-0.065861,0.45953,-2.8148,0.15846,0.72223,-6.0852,0.21051,-0.57285,1,2.7058,1.3382,0,1
