x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14
0.65275,0.55657,0.55961,0.22212,0.48009,0.58217,0.20954,0.48459,0.42507,1,-0.17617,0.62908,0,1
-0.33485,0.66401,0.60769,0.81108,0.63829,0.49669,0.87548,0.67963,0.5144,1,0.48866,0.38751,1,1
0.31409,0.40909,0.4678,0.60012,0.22214,0.7085,0.81299,0.25996,0.29309,1,2.8521,0.70142,1,1
0.41612,0.57875,0.4809,0.75288,0.49211,0.4459,0.78039,0.5088,0.5668,1,-0.23354,0.41223,1,1
0.73305,0.63222,0.63692,0.11951,0.59131,0.56998,0.211,0.59591,0.45462,0,2.1579,0.47911,0,0
0.35313,0.56225,0.60123,0.25201,0.45918,0.67522,0.16712,0.47148,0.3197,1,-0.068441,0.67882,0,0
0.37052,0.41591,0.40871,0.2273,0.38199,0.44288,0.23075,0.38387,0.57609,1,2.6554,0.27704,0,1
-0.011076,0.62644,0.74704,0.20566,0.5812,0.75732,0.15676,0.60997,0.27981,1,0.42517,0.5074,0,1
0.52485,0.67396,0.66847,0.79183,0.61899,0.58324,0.8713,0.62686,0.43242,1,0.89755,0.72676,1,0
0.41868,0.60674,0.55927,0.19882,0.50041,0.55406,0.22024,0.50946,0.4487,1,0.82573,0.54987,0,1
0.77163,0.46896,0.35535,0.26304,0.33193,0.40068,0.22886,0.34715,0.62583,1,-1.0725,0.22767,0,1
0.71628,0.73891,0.71147,0.82508,0.59933,0.66144,0.8805,0.63506,0.36719,1,-1.0239,0.5496,1,1
0.23075,0.71864,0.64929,0.8837,0.71861,0.45139,0.84408,0.73257,0.578,1,-2.2178,0.35792,1,1
0.7876,0.51755,0.43535,0.20918,0.43007,0.4665,0.27043,0.40227,0.54393,1,1.3422,0.51412,0,1
0.51828,0.53112,0.41429,0.27025,0.37073,0.49882,0.20789,0.36384,0.48577,1,1.1204,0.13237,0,1
0.79057,0.49338,0.58068,0.2009,0.48046,0.5805,0.22003,0.47925,0.45265,1,-1.136,0.7941,0,1
0.29979,0.54702,0.62235,0.19993,0.461,0.69986,0.16507,0.5045,0.30269,1,3.0045,0.49901,0,1
1.0825,0.48463,0.37379,0.66566,0.34838,0.41401,0.75584,0.35014,0.54927,1,-2.2751,0.4667,1,0
0.0058098,0.54548,0.66671,0.75946,0.50705,0.74027,0.89755,0.52773,0.3035,1,2.6337,0.8591,1,1
0.2538,0.58966,0.54777,0.23367,0.41486,0.59913,0.18496,0.44284,0.4375,0,3.7314,0.792,0,1
-0.12414,0.47276,0.6106,0.66951,0.33782,0.81824,0.84115,0.36602,0.15618,1,-0.50455,0.72905,1,0
0.86804,0.43935,0.49388,0.26425,0.36179,0.5977,0.17612,0.3733,0.38815,1,0.21716,0.44672,0,1
0.94218,0.616,0.71024,0.79525,0.53109,0.74265,0.89316,0.57004,0.27846,1,-2.4659,0.66351,1,1
0.51867,0.70628,0.71967,0.15545,0.65592,0.57527,0.2043,0.67149,0.47333,1,0.70701,0.44666,0,1
1.3015,0.63449,0.4033,0.80127,0.54851,0.27275,0.75816,0.52118,0.74396,1,1.8694,0.14519,1,1
0.85648,0.63071,0.43321,0.20104,0.42615,0.38181,0.29803,0.44172,0.62495,1,2.3958,0.45876,0,0
0.027262,0.58408,0.61899,0.73357,0.48673,0.61877,0.85041,0.49973,0.38918,1,-0.27112,0.30983,1,1
0.91256,0.66362,0.66093,0.81954,0.60966,0.57615,0.85954,0.62239,0.45209,0,0.066463,0.70413,1,1
0.82933,0.614,0.58965,0.78582,0.54267,0.599,0.83249,0.56409,0.42459,1,-0.13463,0.6701,1,0
-0.0036567,0.61921,0.72151,0.78598,0.60105,0.67413,0.91078,0.62216,0.37611,1,2.3615,0.60798,1,1
0.62067,0.57321,0.57245,0.7811,0.53575,0.51089,0.84263,0.5691,0.49679,1,2.8893,1.0058,1,0
