Point_ID,Output
1,0.695
2,0.06
3,0.945
4,0.15
5,0.6
6,0.12
7,0.63
8,0.45
9,0.765
10,0.525
11,0.01
12,0.52
13,0.025
14,0.25
15,0.75
16,0.15
17,0.655
18,0.4
19,0.725
20,0.05
21,0.135
22,0.73
23,0.17
24,0.9
25,0.715
26,0.87
27,0.585
28,0.045
29,0.81
30,0.89
31,0.825
32,0.505
33,0.115
34,0.18
35,0.06
36,0.325
37,0.255
38,0.105
39,0.93
40,0.025
41,0.665
42,0.99
43,0.2
44,0.125
45,0.65
46,0.9
47,0.865
48,0.86
49,0.26
50,0.75
51,0.1
52,0.82
53,0.28
54,0.84
55,0.235
56,0.71
57,0.685
58,0.46
59,0.695
60,0.055
61,0.81
62,0.44
63,0.165
64,0.9
65,0.15
66,0.485
67,0.05
68,0.89
69,0.08
70,0.59
71,0.93
72,0.81
73,0.72
74,0.595
75,0.84
76,0.505
77,0.05
78,0.19
79,0.145
80,0.935
81,0.495
82,0.84
83,0.225
84,0.06
85,0.975
86,0.36
87,0.795
88,0.295
89,0.385
90,0.655
91,0.795
92,0.925
93,0.325
94,0.07
95,0.05
96,0.88
97,0.205
98,0.71
99,0.07
100,0.295
101,0.13
102,0.505
103,0.865
104,0.085
105,0.505
106,0.235
107,0.085
108,0.76
109,0.01
110,0.51
111,0.76
112,0.7
113,0.465
114,0.27
115,0.925
116,0.875
117,0.14
118,0.23
119,0.725
120,0.975
121,0.725
122,0.925
123,0.25
124,0.065
125,0.265
126,0.79
127,0.14
128,0.56
129,0.595
130,0.345
131,0.06
132,0.695
133,0.375
134,0.495
135,0.215
136,0.075
137,0.53
138,0.05
139,0.79
140,0.81
141,0.745
142,0.5
143,0.935
144,0.645
145,0.91
146,0.275
147,0.295
148,0.86
149,0.745
150,0.13
151,0.16
152,0.475
153,0.32
154,0.565
155,0.815
156,0.385
157,0.68
158,0.32
159,0.11
160,0.805
161,0.065
162,0.52
163,0.335
164,0.54
165,0.91
166,0.13
167,0.56
168,0.225
169,0.74
170,0.875
171,0.46
172,0.17
173,0.845
174,0.89
175,0.94
176,0.755
177,0.165
178,0.815
179,0.245
180,0.1
181,0.665
182,0.76
183,0.065
184,0.825
185,0.19
186,0.39
187,0.685
188,0.46
189,0.39
190,0.615
191,0.515
192,0.44
193,0.05
194,0.895
195,0.27
196,0.66
197,0.67
198,0.185
199,0.4
200,0.84
201,0.81
202,0.155
203,0.375
204,0.79
205,0.56
206,0.425
207,0.505
208,0.395
209,0.58
210,0.85
211,0.305
212,0.04
213,0.355
214,0.155
215,0.085
216,0.78
217,0.45
218,0.165
219,0.83
220,0.335
221,0.83
222,0.705
223,0.51
224,0.115
225,0.455
226,0.295
227,0.845
228,0.78
229,0.39
230,0.655
231,0.05
232,0.385
233,0.85
234,0.555
235,0.71
236,0.665
237,0.48
238,0.37
239,0.96
240,0.955
241,0.34
242,0.645
243,0.39
244,0.765
245,0.76
246,0.19
247,0.66
248,0.32
249,0.31
250,0.305
251,0.685
252,0.435
253,0.24
254,0.75
255,0.815
256,0.455
257,0.04
258,0.83
259,0.76
260,0.145
261,0.345
262,0.05
263,0.165
264,0.875
265,0.2
266,0.665
267,0.835
268,0.89
269,0.47
270,0.72
271,0.2
272,0.15
273,0.75
274,0.685
275,0.025
276,0.555
277,0.16
278,0.175
279,0.38
280,0.185
281,0.57
282,0.845
283,0.125
284,0.295
285,0.24
286,0.965
287,0.2
288,0.205
289,0.485
290,0.075
291,0.035
292,0.075
293,0.655
294,0.365
295,0.84
296,0.145
297,0.905
298,0.24
299,0.9
300,0.145
301,0.735
302,0.56
303,0.85
304,0.495
305,0.95
306,0.885
307,0.1
308,0.07
309,0.67
310,0.185
311,0.84
312,0.815
313,0.09
314,0.485
315,0.865
316,0.965
317,0.645
318,0.13
319,0.085
320,0.525
321,0.71
322,0.86
323,0.19
324,0.555
325,0.84
326,0.335
327,0.7
328,0.065
329,0.15
330,0.62
331,0.11
332,0.12
333,0.95
334,0.785
335,0.74
336,0.57
337,0.77
338,0.5
339,0.205
340,0.73
341,0.92
342,0.85
343,0.465
344,0.335
345,0.68
346,0.825
347,0.675
348,0.145
349,0.14
350,0.06
351,0.77
352,0.685
353,0.595
354,0.455
355,0.36
356,0.23
357,0.65
358,0.06
359,0.45
360,0.42
361,0.205
362,0.415
363,0.54
364,0.33
365,0.775
366,0.62
367,0.45
368,0.84
369,0.035
370,0.88
371,0.685
372,0.67
373,0.75
374,0.115
375,0.77
376,0.6
377,0.785
378,0.155
379,0.365
380,0.15
381,0.91
382,0.71
383,0.865
384,0.13
385,0.515
386,0.77
387,0.435
388,0.74
389,0.39
390,0.125
391,0.25
392,0.265
393,0.895
394,0.24
395,0.88
396,0.335
397,0.14
398,0.465
399,0.815
400,0.74
401,0.21
402,0.405
403,0.365
404,0.88
405,0.325
406,0.555
407,0.495
408,0.26
409,0.135
410,0.605
411,0.18
412,0.18
413,0.055
414,0.825
415,0.685
416,0.205
417,0.235
418,0.795
419,0.915
420,0.325
421,0.925
422,0.04
423,0.86
424,0.21
425,0.485
426,0.58
427,0.835
428,0.42
429,0.255
430,0.85
431,0.84
432,0.85
433,0.85
434,0.925
435,0.035
436,0.065
437,0.325
438,0.185
