x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14
0.32688,5.8422,0.4906,4.3243,0.39384,0.83618,4.9664,0.5242,-0.63864,1,0.62231,0.94701,1,1
-0.79709,3.3162,1.5447,-2.6793,0.7265,2.165,-6.3102,1.2098,-1.75,1,-3.7752,-0.62287,0,1
-0.54497,0.74283,-0.50346,4.3975,0.32371,-1.4468,4.4576,0.046205,1.2772,0,1.0124,-0.53431,1,1
-0.68594,0.068845,-0.47186,-3.6778,0.49216,-1.809,-3.384,0.16217,1.6536,1,0.65023,0.9003,0,1
1.094,-15.184,-1.5646,0.85364,-3.2013,-0.052168,3.2041,-2.9191,-0.14353,1,-0.0061943,0.0077176,1,0
0.56878,4.3535,0.30529,4.5345,0.76266,-0.16954,5.0046,0.80027,0.27568,1,-0.15602,0.024138,1,1
-1.2546,1.7376,-0.26173,4.6659,0.95332,-1.2795,5.3881,0.87251,1.1361,1,0.24357,-0.61658,1,0
0.76354,0.53031,0.049619,4.3666,0.54939,-0.31817,4.891,0.35257,0.34047,1,-1.3815,-0.86276,1,1
0.24427,1.8251,-0.18268,4.3705,0.11012,-0.45904,4.4536,0.049293,0.32316,1,-0.14021,-1.138,1,1
0.33912,-5.4219,-1.0043,-2.4269,-1.2661,-0.67185,-4.9081,-1.1065,0.38277,1,0.39782,-0.42312,0,1
-0.064492,7.6459,0.69301,-2.776,0.63746,0.78281,-5.4695,0.80522,-0.61257,1,0.26045,1.376,0,1
1.2386,2.9586,0.51043,5.324,1.2607,0.03547,6.0656,0.99133,0.0038477,1,-1.1208,-0.08827,1,1
0.94596,0.13719,-0.16745,-2.7309,-0.428,-0.0011709,-5.7095,-0.2843,0.028326,1,0.71338,0.064025,0,0
0.13102,-9.4734,-1.3088,2.7014,-1.438,-1.023,3.8457,-1.4999,0.87081,0,-0.35178,-0.72443,1,1
0.36338,-0.52283,-0.10935,4.0756,0.15386,-0.31461,4.835,0.23693,0.2386,1,0.44993,-0.16101,1,0
-1.3079,0.21145,0.92333,-1.8885,-0.247,1.961,-6.5693,-0.2035,-1.7626,1,-0.66774,-0.64316,0,1
0.68528,-3.456,-0.2342,3.2251,-0.89588,0.43788,5.1391,-0.69327,-0.41533,1,0.27693,0.76262,1,1
-0.10092,2.9903,0.67043,-3.465,0.43753,1.044,-6.502,0.52193,-0.99999,1,-1.1077,0.36836,0,1
-0.098803,3.0702,1.0384,-4.4359,1.1011,0.88551,-5.546,0.98115,-0.51258,1,-1.1676,1.3129,0,1
0.40071,6.9974,0.97489,-3.8852,1.5722,0.61083,-4.6123,1.5019,-0.30808,1,-4.2293,0.97091,0,0
-1.1985,2.1782,0.79631,-3.1761,0.4485,1.4178,-5.5269,0.42137,-1.112,1,0.4776,0.51744,0,0
0.89974,2.8067,0.55188,-4.0558,1.0366,0.05643,-4.5832,0.81814,0.067202,1,1.6357,-0.44554,0,1
0.96505,0.9322,-0.49121,-3.4235,-0.14136,-0.58051,-4.8198,-0.27283,0.56834,1,-0.47541,-1.2196,0,1
-0.070589,1.9761,-0.23185,-4.1006,0.077791,-0.79397,-4.27,-0.094554,0.84922,1,0.84404,-1.0215,0,1
0.015629,-7.764,-0.32941,2.9443,-1.1879,0.53308,4.4856,-0.95689,-0.54388,1,0.51268,0.67907,1,0
0.30427,-6.1883,-0.84222,2.508,-1.2791,-0.63576,3.7001,-1.2575,0.38679,1,0.017374,-0.74429,1,1
-0.29846,-0.56449,0.76951,3.9524,-0.32107,2.1888,5.9233,0.095493,-1.9076,1,1.1876,-1.5033,1,1
1.0262,2.1417,0.21355,-3.502,0.51402,0.11088,-4.883,0.37756,-0.015927,1,2.454,0.39983,0,1
0.45413,3.9191,0.4731,-3.6111,0.8416,0.20112,-5.0412,0.66766,-0.01549,1,-2.1351,0.47679,0,1
0.77894,3.3327,0.59574,-3.0989,1.075,0.34162,-5.3278,0.89803,-0.21198,1,-1.0433,0.37556,0,1
0.20297,5.4327,1.8157,-2.3588,0.77496,2.3627,-6.4028,1.0388,-2.0348,1,9.0325,-0.96766,0,1
-0.97093,-0.51471,0.52633,-2.1451,-0.0014967,1.1282,-5.9206,0.15157,-0.79715,1,2.6438,0.83721,0,0
1.6587,-0.056155,0.10367,3.4561,0.1023,0.17673,5.5383,0.019874,-0.08184,1,-1.2945,0.27123,1,1
0.80665,-4.2911,-0.17438,-1.9148,-0.97139,0.33567,-5.6848,-0.92177,-0.34176,1,0.77134,0.23877,0,0
-0.92718,6.2101,0.064466,-4.289,1.2863,-1.127,-4.5207,1.0955,1.1545,1,-0.9424,-0.66928,0,0
-0.72434,5.6996,0.96553,-3.735,0.80547,1.2656,-5.7819,0.9866,-0.99083,1,-0.4603,0.95255,0,1
0.76977,-1.5238,-0.52244,-2.1101,-0.8887,-0.078784,-4.9066,-0.63606,0.051185,1,0.25711,-0.17828,0,1
0.59135,-11.465,-1.024,-0.77623,-2.2606,0.47666,-6.1938,-2.1537,-0.45279,1,0.14828,1.1932,0,0
-0.58878,0.53135,0.47485,-2.1039,-0.37779,1.1901,-5.4957,-0.32323,-1.0142,1,4.2505,0.37904,0,1
-0.3207,1.8069,-0.28265,5.0597,1.2926,-1.9908,4.5214,1.055,1.9335,1,-0.436,0.41085,1,1
-0.086306,11.9,1.3296,-4.1343,1.9423,0.84787,-5.0369,1.8272,-0.5014,0,-1.739,0.99755,0,1
0.32668,5.192,0.95345,4.7432,1.0005,0.74656,5.9588,0.97374,-0.66506,1,-2.487,0.83747,1,1
0.76511,0.53659,-0.70205,3.0668,-0.89651,-0.53009,4.2665,-0.80302,0.23028,1,-0.52569,-0.83934,1,1
0.25861,5.2693,1.0419,5.5028,1.2954,0.64161,5.8085,1.311,-0.53271,1,0.89173,1.05,1,1
0.14531,-0.70969,-0.28208,-3.2658,0.034986,-0.84561,-4.4573,-0.034404,0.62647,1,-0.61334,-0.94486,0,1
-0.1358,0.4305,0.55456,-2.7301,-0.18578,1.0823,-5.7815,0.038759,-0.95373,1,-1.9973,1.2738,0,1
-1.1964,7.3677,1.277,-4.0507,1.1919,1.3138,-5.151,1.2265,-1.0576,1,-4.8221,0.80429,0,1
0.24704,5.4436,0.16772,4.8979,0.90902,-0.3561,4.8882,0.85599,0.50658,1,-0.29988,-0.64726,1,1
-0.26782,1.2152,0.7536,4.5024,0.61351,0.86039,5.9165,0.52964,-0.73599,1,-4.1137,1.7346,1,1
-0.078049,-8.6043,-0.61598,-1.4214,-2.1941,1.0206,-6.227,-1.7637,-1.1263,1,-0.78467,1.1733,0,1
0.77997,-3.6892,-0.49664,-2.6819,-0.5168,-0.57324,-4.9009,-0.59806,0.40628,1,-0.23637,-0.89873,0,1
