x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14
-0.82882,4.2149,1.0443,-3.1202,1.0186,1.0229,-5.7826,0.91658,-0.89184,1,-8.2298,0.62625,0,1
0.93622,-2.6842,-0.40372,-2.8946,-0.39236,-0.45494,-4.8605,-0.34789,0.31664,1,-0.57537,-0.42891,0,1
0.58168,3.2872,-0.017362,-3.8568,0.84299,-0.65547,-4.1229,0.72073,0.6126,1,0.095406,-0.46457,0,0
0.90246,3.8793,0.62684,5.1136,1.1106,-0.05557,5.4252,0.9204,0.012096,1,0.55135,0.35036,1,1
0.75597,-3.4649,-0.30603,-1.4474,-1.024,0.38038,-5.7922,-0.88642,-0.33801,1,-1.4293,0.6627,0,1
0.53639,-2.8883,-0.31159,3.2259,-0.79262,0.29199,4.1172,-0.62559,-0.14153,1,-0.78371,0.99159,1,1
-0.84509,-5.0059,0.87281,-2.2921,-0.48769,1.9489,-6.1167,-0.15105,-1.8296,1,-4.8408,-0.45813,0,0
-1.1134,-0.11731,-0.69588,4.0068,0.25745,-1.6287,3.778,0.078262,1.5042,1,-0.49191,-0.15451,1,0
0.78072,-0.37383,-0.16924,4.1787,-0.31648,-0.030024,4.7889,-0.14806,-0.057726,1,-0.70925,-0.15544,1,0
-0.46268,-3.3678,-0.44514,-2.9703,-0.32891,-1.0943,-4.03,-0.52692,0.82129,1,0.13078,-0.85751,0,1
0.81874,-0.82919,0.16297,-3.0522,0.26762,0.20512,-5.0674,0.097546,-0.10331,1,0.037922,0.30037,0,1
-0.090331,3.7643,0.45067,-2.9603,0.35414,0.66409,-5.2541,0.51399,-0.55021,1,-0.21641,0.91799,0,0
0.81755,-4.845,-0.60239,-2.0305,-0.99457,-0.20174,-4.6567,-0.78257,0.010609,1,-0.23885,-0.88205,0,1
0.038514,-7.2925,-1.2827,-3.0392,-1.6477,-0.95447,-4.9095,-1.5689,0.70671,1,0.27214,-1.29,0,1
0.89004,7.4117,0.77678,5.5316,1.5125,-0.053057,5.6456,1.3259,0.23459,1,-4.8456,0.55176,1,1
0.50163,-0.55732,0.12795,-2.1627,-0.67651,0.69355,-5.5341,-0.43892,-0.69154,1,-0.72636,1.3102,0,1
0.12338,-0.5411,0.21651,4.11,-0.0075931,0.60077,5.1508,0.026919,-0.41696,1,-1.9803,1.32,1,1
1.0759,-0.61741,-1.2463,3.4495,0.032696,-2.9017,3.629,-0.37711,2.6088,1,-0.19067,0.7404,1,1
0.85231,2.1421,0.20846,-3.8661,0.67755,-0.4537,-4.2854,0.33652,0.39326,1,-0.56645,-1.1177,0,1
-0.98845,-0.63184,-0.72892,3.8574,0.37519,-1.9088,4.0945,0.096884,1.6663,0,0.57714,1.3334,1,0
0.42291,0.30369,-0.116,-3.5524,0.45747,-0.60787,-4.2303,0.28048,0.69638,1,-1.603,-1.1924,0,1
0.36799,0.26678,-0.46843,4.1711,-0.082949,-0.53991,4.8313,-0.11562,0.41494,1,-0.17045,-1.2253,1,1
-0.79148,1.1367,-0.65781,4.1589,-0.53908,-1.1469,4.6027,-0.50148,1.0788,1,-0.54092,-0.61045,1,1
0.53286,-4.6607,-0.68837,-2.942,-1.0974,-0.4642,-4.8036,-1.0448,0.30379,1,0.15038,-0.57342,0,1
0.64589,5.1335,0.35043,5.0032,1.3625,-0.44818,5.0557,1.1646,0.57495,0,-0.4015,-0.51503,1,1
1.1279,-0.058045,-0.14559,4.6937,0.11399,-0.079656,4.8582,0.052337,0.14471,1,0.53233,-0.24318,1,1
0.025654,6.7705,0.5216,5.1433,1.5864,-0.7531,5.903,1.4114,0.8827,1,-0.69883,-0.46623,1,1
-1.0281,-0.54094,-0.65226,3.4302,-0.2877,-1.1412,4.831,-0.27325,1.1048,1,-0.80362,-0.69249,1,1
0.57947,-2.0664,0.0014021,3.4368,-0.26933,0.30572,5.3134,-0.25695,-0.23541,1,0.1881,0.37783,1,1
-0.072605,3.1017,-0.20378,4.508,0.62284,-1.1067,4.8755,0.44765,1.0763,1,-0.59468,-0.99828,1,0
0.50431,-1.8403,-0.089183,-2.9637,-0.384,0.22687,-5.7626,-0.272,0.062133,1,-0.38686,0.083065,0,1
-0.1982,8.2473,1.3536,5.3913,1.3235,1.3281,6.4087,1.1996,-1.2298,1,-1.9048,0.44418,1,1
0.23257,2.2874,-0.43319,-3.0754,0.010631,-0.82008,-4.4488,0.10642,0.73725,1,0.67942,-1.1097,0,1
-0.095256,-4.2582,-0.59537,3.8149,-0.095947,-0.84729,4.4422,-0.23163,0.67054,1,-0.2232,-0.67685,1,0
0.6303,-3.9072,-0.12399,-2.5371,-0.54609,0.45807,-5.011,-0.64497,-0.27742,1,-1.9349,0.39126,0,1
-0.89588,1.4621,-0.65913,-3.5929,-0.057125,-1.1366,-4.2075,-0.22211,1.0102,1,0.47063,-0.9799,0,1
-0.83684,4.8628,1.1964,-2.7051,1.0965,1.2553,-5.7705,1.1486,-1.073,1,0.49718,0.88888,0,1
1.1498,-7.7941,-0.77576,-1.6082,-1.4783,0.1178,-5.5168,-1.3835,-0.037939,1,-0.61391,0.37173,0,0
-1.059,1.0818,0.37948,-2.622,-0.24986,0.96293,-6.269,-0.058299,-0.97947,1,-1.4259,0.5552,0,0
0.40842,3.4955,0.28654,4.9272,0.71569,-0.47914,5.6643,0.61163,0.50207,1,0.23106,-1.347,1,1
0.84564,-2.2567,-0.54672,3.7491,-0.53619,-0.42074,4.5844,-0.48388,0.19335,1,0.63209,-0.88392,1,1
0.82226,-7.4359,-1.0264,-2.1371,-1.7253,-0.22281,-5.4919,-1.5932,-0.013519,1,-0.34136,-0.29797,0,1
-0.64267,-4.8313,-1.175,-2.2805,-0.83074,-1.4124,-4.0542,-0.95067,1.1227,1,-0.040403,-0.3853,0,1
1.1525,-6.0007,-0.59836,-2.0263,-1.2495,-0.2743,-5.1292,-1.187,0.19065,1,0.24475,-0.80547,0,1
-1.3653,-3.516,-0.95411,-3.3545,-0.31152,-1.6481,-4.7787,-0.56192,1.3548,1,-0.39304,-0.30945,0,1
0.97399,-7.4236,-0.73733,2.3274,-1.8067,0.50378,3.7473,-1.577,-0.65795,1,0.070356,1.5118,1,0
-0.69094,-7.804,-1.816,-2.3067,-1.4066,-2.1058,-3.7449,-1.4659,1.8107,1,0.034414,1.1405,0,1
0.42233,2.8703,-0.12328,4.4119,0.1749,-0.40389,5.2131,0.24397,0.51712,1,-1.1156,-1.027,1,1
-1.5379,-6.8275,-1.4557,-2.5686,-1.1697,-1.6249,-3.9838,-1.3044,1.5142,1,0.49625,0.32304,0,1
1.0392,1.6975,0.25573,3.5907,0.2176,0.097892,5.1103,0.19883,0.032659,1,0.62362,-0.017559,1,1
-0.26731,-3.2388,-0.039725,3.2255,-1.1624,0.99791,4.5655,-0.95534,-1.146,1,-0.14004,1.2282,1,1
-0.023921,6.086,0.12171,-3.5195,0.44477,-0.068383,-5.1513,0.6081,0.14605,1,-0.31184,0.067216,0,1
0.029746,-0.26598,-0.65558,-2.8826,-0.47831,-0.80543,-4.7732,-0.37576,0.81992,1,-0.50206,-1.3801,0,0
-0.037879,-2.0248,-0.11618,3.2513,-0.48285,0.45035,4.4299,-0.28553,-0.49946,1,0.87999,1.6304,1,1
1.102,-2.2603,-0.34154,4.1251,-0.097496,0.020558,4.4268,-0.22001,-0.054376,1,-0.43916,-0.33011,1,0
0.33587,-4.4557,-0.47026,-2.7834,-0.66877,-0.43674,-5.0962,-0.67263,0.2335,1,0.8179,-0.70782,0,1
0.70859,-1.6532,0.34011,4.4965,0.19357,0.52851,5.5091,0.34173,-0.5036,1,-2.0544,1.1238,1,1
-0.79942,-4.1598,-1.116,2.844,-0.81847,-1.2584,4.498,-0.68883,1.1018,1,-0.3095,-0.41265,1,1
1.5559,1.2958,-0.0081692,-2.5943,0.1807,-0.30341,-4.9693,0.050103,0.34737,1,0.17809,-0.07429,0,1
0.47733,4.5404,0.97841,5.3663,1.2199,0.72274,5.7782,1.191,-0.58569,1,0.76583,1.2491,1,1
