x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14
0.27185,-5.9652,-0.48006,-1.3444,-1.4343,0.63876,-5.5826,-1.3227,-0.63153,1,0.049155,1.4962,1,1
-0.15873,4.5625,0.86414,4.7111,0.74846,0.94222,5.7129,0.86948,-0.65519,1,-1.9988,1.3346,1,1
-1.0311,-5.6612,0.41365,-2.7588,-0.42407,1.4444,-5.925,-0.27149,-1.3105,1,3.4563,0.74858,0,1
-0.86109,7.5513,1.3976,-3.1546,1.293,1.8612,-5.8535,1.4338,-1.6572,1,1.8332,-0.52817,0,1
-0.36945,-0.1153,0.51222,4.0852,0.01592,0.93878,4.972,0.13827,-0.70937,1,-0.70324,0.95488,1,1
0.62877,2.2841,0.13422,3.7429,-0.18109,0.56729,4.7558,-0.067354,-0.47676,1,0.90486,0.99531,1,1
-0.90615,7.3633,0.10388,5.1848,1.3242,-1.2699,4.9813,1.0863,1.3235,1,-0.35294,-0.62981,0,1
-0.74375,-3.5235,0.098078,3.4403,-0.82634,1.0823,5.7215,-0.54158,-0.98295,1,-0.13318,0.67933,0,0
-0.14966,7.5222,1.2272,5.6389,1.6037,1.2213,6.3961,1.678,-0.89158,1,4.5212,0.53086,0,0
0.49784,-5.2406,-0.51133,3.2309,-0.54926,-0.37675,4.5028,-0.78163,0.045994,1,2.3196,-1.1718,1,1
0.77824,-1.8059,-0.25969,-2.52,-0.3883,-0.045905,-4.6972,-0.27352,0.04599,1,0.60811,0.055844,1,0
-1.3468,-6.5094,-0.14381,-1.9256,-1.3936,1.2973,-6.1163,-1.1035,-1.4975,1,0.90647,-0.27657,0,0
0.29688,8.9206,1.2627,5.6099,1.6885,0.55611,5.8279,1.5349,-0.26075,1,2.9286,0.76466,0,1
1.6345,-4.16,-0.12253,3.7439,-0.1184,-0.0095306,4.4067,-0.1935,-0.062847,1,-0.3479,-0.38391,1,1
0.96762,3.1937,0.022852,-3.2633,0.27507,-0.12311,-5.0894,0.32511,0.058244,1,1.4568,-0.45447,1,1
-0.60434,-1.8654,-1.2782,-2.8688,-0.56129,-1.7494,-3.8653,-0.72104,1.552,1,0.014412,0.41978,1,1
-0.39837,-0.15986,0.33916,3.6835,0.13494,0.80476,4.9213,0.13371,-0.66605,1,0.82032,0.85337,1,1
0.12719,9.5996,1.6509,5.6882,2.1151,1.0016,6.9109,2.0359,-0.60007,1,-3.6013,0.96021,0,1
0.31451,-0.8209,-0.3935,-3.49,-0.1354,-0.58844,-4.7772,-0.047879,0.38267,1,0.66628,-0.95588,0,0
0.25881,-1.8175,-0.071975,-2.8757,-0.45417,0.33052,-5.5096,-0.41207,-0.2795,1,0.4986,0.082816,1,1
-0.93595,-9.8753,-0.29637,2.2329,-1.847,1.1714,4.532,-1.5507,-1.2822,1,-0.31034,0.3457,1,1
0.31288,0.28894,-0.16655,-3.3187,0.001213,-0.4556,-4.7061,0.11629,0.47029,1,0.19403,-0.99262,0,1
-1.6152,5.9851,0.44121,5.9607,2.096,-1.3669,5.3698,1.5947,1.3378,1,-1.0783,-0.3959,0,1
-0.066892,5.2976,0.33219,4.8338,1.2765,-0.91172,5.5806,1.0369,0.88351,1,-1.4256,-0.94923,0,0
0.13428,5.261,1.0959,4.8078,1.0067,0.92426,5.8041,0.98263,-0.97979,1,3.1661,0.52649,1,1
-1.1995,2.0992,-0.43866,4.5513,1.0628,-1.8675,4.7485,0.70063,1.7093,1,-0.55543,1.324,1,1
0.85763,8.5574,0.29817,-3.792,0.84746,-0.093554,-3.9966,0.70396,0.38129,1,1.4775,0.14696,0,1
-0.60385,-5.3479,-0.60102,3.4836,-0.38785,-0.9964,4.4319,-0.47893,0.88473,1,0.0395,-0.81738,0,1
-0.75181,1.6958,0.77822,4.4546,0.3903,0.97835,6.4207,0.18281,-0.81515,1,1.4446,0.88639,1,0
-0.69481,-5.3466,-0.26902,-0.92484,-1.6244,1.1525,-6.2344,-1.3593,-1.2098,1,0.33819,0.91261,0,0
-0.38682,-4.7785,-0.85888,3.5142,-0.6012,-1.1918,3.4367,-0.53981,0.91032,1,-0.09278,-0.38292,1,1
0.025691,6.3368,0.14729,5.4238,1.5193,-0.84704,5.144,1.2166,0.88692,1,1.1925,-0.88989,0,1
0.59957,1.7116,0.59245,4.6766,0.57087,0.33241,5.531,0.548,-0.096188,1,-1.8572,1.1475,1,1
0.92083,0.74999,0.086411,-2.4382,-0.3619,0.36134,-5.5931,-0.25524,-0.36117,1,0.12862,0.11044,0,0
0.81492,-3.0333,-0.49342,3.3531,-0.94476,-0.17186,4.2322,-0.63313,0.074934,1,0.95379,-0.17332,0,1
-0.078435,-5.2709,0.36589,3.0082,-1.7817,2.3315,5.2924,-1.3035,-2.1998,1,1.3357,-1.6078,0,1
-0.72267,-4.2764,-1.247,-2.811,-0.52399,-2.0301,-4.0134,-0.6764,1.6759,1,-0.39678,1.6314,0,1
0.78662,-4.9283,-0.4173,-3.0002,-0.82727,-0.16497,-4.9084,-0.81266,0.048797,1,0.55598,0.12766,1,1
1.0015,1.9153,0.036447,-3.8195,0.67929,-0.5443,-4.7386,0.40166,0.50835,1,0.79864,-0.34023,0,1
0.60247,-0.5747,-0.065991,4.3371,-0.041358,0.27032,5.5881,-0.058847,-0.2981,1,0.60197,0.42495,1,1
0.87514,-10.703,-2.2387,-2.3811,-1.9923,-2.2877,-4.0429,-1.9301,1.9822,1,-0.06181,1.0371,1,1
-0.85168,-2.5025,0.42421,-1.5352,-0.57143,1.5452,-6.3199,-0.41222,-1.3468,1,0.52588,0.030374,0,1
1.048,2.2471,0.17175,-3.144,0.40083,-0.01332,-5.716,0.33003,0.043315,1,0.28717,0.17809,0,1
0.36851,-1.5148,0.21004,-2.7475,-0.28919,0.7525,-5.4302,-0.31972,-0.81163,1,-1.9739,1.1569,0,1
-0.50906,1.19,1.0796,5.1571,0.77519,1.3343,5.9902,0.78084,-1.1377,1,-0.37851,0.79718,1,1
-0.67279,0.61382,0.73296,-3.2673,0.17148,1.2719,-5.828,0.15521,-1.1454,1,5.1242,0.93061,0,1
1.0916,2.1385,1.4088,4.3849,0.24706,2.6172,6.9384,0.41795,-2.2018,1,0.87681,-0.94581,0,1
-1.3245,-6.3598,0.3132,-1.8583,-1.1107,1.868,-6.7573,-0.9733,-1.6465,1,3.9676,-0.44663,1,1
0.53121,-8.0548,-0.30077,3.0051,-1.2963,0.6002,4.138,-1.1462,-0.994,1,0.20245,0.90112,1,1
-0.56943,1.4637,0.8072,4.7934,0.6732,0.90661,5.584,0.83027,-0.6639,1,0.1131,0.59437,1,1
-0.59071,4.9775,-0.027089,-4.2068,0.75429,-1.0013,-3.943,0.82959,0.93234,1,-0.35044,-0.94694,1,1
-0.183,5.7891,0.79251,6.0287,2.1387,-0.78749,5.8178,1.7506,0.97094,1,1.9424,-1.4042,1,1
-0.7158,3.3833,-0.045983,-4.3075,1.2302,-1.4953,-3.6456,1.0353,1.5532,1,-1.7967,-0.22932,0,1
0.89477,-3.7721,0.15114,3.7222,-0.011023,0.30816,5.6374,0.10951,-0.16766,0,1.1618,1.392,0,0
1.3093,3.9223,0.025038,-2.7616,-0.17407,-0.056442,-4.9646,-0.1771,0.030051,1,-1.315,-0.31594,1,1
-1.6393,-0.054394,-0.57071,-2.7872,0.00082351,-1.3093,-4.3304,-0.10984,1.1847,1,0.17619,-0.81346,0,0
0.74593,-2.0927,0.183,4.481,0.38242,-0.12436,5.2104,0.23276,0.24135,1,2.002,-0.2525,1,1
-0.74238,7.6871,1.1466,5.104,1.3293,1.1182,6.6369,1.2282,-1.0157,1,1.0475,1.1211,1,1
-0.12355,2.1449,-0.032343,3.6187,0.32904,-0.72411,5.0472,0.16727,0.54318,1,-0.29555,-1.0204,0,1
1.2118,4.1404,0.33785,4.8146,1.1083,-0.57917,5.1149,0.85065,0.78765,1,-2.1668,-0.6604,1,1
0.15453,2.8828,-0.011161,4.6601,0.71741,-0.68487,4.8662,0.57933,0.68912,1,-0.41407,-0.77108,0,0
0.6748,1.1778,-0.27652,-2.0708,-0.39119,-0.20154,-5.3696,-0.44042,0.25045,1,0.078719,-0.61621,1,1
-0.84048,-4.099,-1.1555,3.4078,-0.82006,-1.3254,3.4532,-1.0815,1.0915,1,-0.16342,-0.43518,1,1
-0.28329,2.5811,0.21688,-4.2253,0.94786,-0.85015,-4.2136,0.89056,0.78107,1,0.60511,-1.1949,1,0
-0.47854,-0.26661,0.5971,4.0167,0.15327,0.95738,5.3272,0.30217,-0.91268,1,-0.89468,0.79957,1,0
-0.77852,-6.7886,-1.6502,-3.3098,-1.5974,-1.6786,-4.0639,-1.5385,1.2883,1,-0.095873,-0.090495,0,1
0.6412,-0.70864,-0.20765,3.6922,-0.40298,-0.059663,4.6333,-0.57558,-0.076085,0,-0.80142,-0.39519,0,0
1.0355,-3.081,-0.46697,-2.209,-1.1505,0.30047,-5.1874,-1.0857,-0.3713,1,-0.52663,0.68025,0,1
-0.040752,1.1603,0.47699,3.5564,0.30441,0.60099,5.6508,0.37402,-0.54777,1,-2.7715,0.94965,1,1
-1.2816,-2.7161,0.38173,-1.7054,-1.0831,1.8012,-6.7742,-0.68037,-1.7478,1,0.53031,-0.39102,1,1
-1.0262,3.9667,-0.27583,3.5051,0.4827,-1.1939,5.1928,0.28539,1.0102,1,-0.25295,-0.60851,1,1
-0.37989,2.9075,0.10301,-3.2303,1.1429,-0.87148,-3.6079,0.91989,0.96387,1,0.54784,-1.3953,0,1
0.7693,4.0944,0.36897,-3.3529,0.75141,-0.2358,-4.9425,0.7864,0.20587,1,0.64253,-0.43925,0,1
-0.28189,4.0153,0.50345,-2.6705,-0.038473,1.0044,-5.8924,0.069327,-0.8545,1,-4.1511,1.1176,1,1
1.0581,-0.89966,0.10527,4.1325,0.18025,0.17024,5.2265,0.21814,-0.2614,1,1.3726,0.46511,1,0
1.1058,1.507,0.36664,4.8615,1.0395,-0.45295,5.1579,0.90436,0.27059,1,-0.82361,-0.75486,0,1
