x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14
-0.70121,1.0566,0.6266,3.688,-0.05336,1.262,5.5064,0.12513,-1.1646,1,-0.0099874,0.086709,1,0
1.2287,-3.3442,-0.26161,3.8286,-0.71868,0.042755,4.383,-0.54252,-0.016136,1,-0.47565,0.16267,1,0
0.276,0.24895,-0.0063784,4.1177,0.31953,-0.47062,5.1149,0.18223,0.50224,1,-1.468,-0.46486,1,1
-0.073789,-1.9349,-0.42643,-2.8719,0.084907,-0.96858,-4.099,-0.10623,0.80143,1,-0.063548,-0.30256,0,1
0.27358,0.13446,0.079628,4.235,0.012598,0.31039,5.2981,0.13986,-0.26483,1,-0.86909,0.85049,1,1
1.4935,1.1845,0.19195,4.4249,0.38506,-0.043887,5.2323,0.4322,0.12912,1,-0.6552,-0.085153,1,1
0.82615,6.184,0.5614,4.911,1.2988,-0.3831,5.1867,1.1004,0.50885,1,-2.0043,-1.1509,1,1
-0.9734,-7.8284,0.097697,2.8791,-1.5007,1.6544,5.4402,-1.256,-1.6112,0,0.75306,-0.022283,1,0
0.7578,2.9892,-0.015588,4.6622,0.48462,-0.5581,4.2505,0.37622,0.39101,1,1.8034,-1.1257,1,1
0.14117,0.77254,0.59126,4.1504,0.25996,0.74458,5.6575,0.21967,-0.90109,1,0.71016,0.84139,1,0
1.1285,-10.562,-1.3752,-1.0493,-2.4947,-0.10235,-5.5376,-2.2696,-0.13222,0,-0.25581,0.062513,0,0
0.27981,-1.8975,0.83299,-1.1354,-0.76128,2.2657,-7.164,-0.391,-2.029,1,-1.8955,-0.67209,0,1
-0.52015,-4.2937,-0.20003,-2.0196,-1.268,0.85674,-6.2185,-1.0288,-1.0823,1,0.24405,1.0047,0,1
-0.22386,0.9551,-0.17614,-3.0887,0.24506,-0.69242,-4.6424,0.1075,0.58655,1,0.60916,-1.0053,0,1
0.27547,-10.338,-1.2203,-1.406,-2.0265,-0.55629,-5.2358,-1.8453,0.45326,1,0.010415,-1.5207,0,1
-1.3986,2.8656,-0.38604,-4.4509,1.0361,-1.7605,-3.6182,0.67363,1.6193,1,-0.10129,0.15188,0,0
0.25299,2.3433,-0.23345,2.6908,-1.0231,0.49631,4.9871,-0.82227,-0.60474,1,0.78518,0.61093,1,1
0.94103,-7.5735,-1.0028,2.7078,-1.7676,-0.14127,4.3173,-1.5288,-0.060391,1,-0.412,0.37396,1,1
-1.1114,8.3623,1.4537,5.4201,1.5093,1.0132,6.9149,1.5271,-0.79937,1,-7.7846,0.67959,1,1
-0.10538,3.6068,0.65588,5.036,0.70449,0.66405,5.4654,0.74477,-0.51654,1,-2.2531,0.82873,1,1
-1.4479,4.698,0.92003,4.7282,0.58178,1.576,6.2397,0.71014,-1.3771,1,-3.1747,0.67497,1,1
0.76715,-0.26189,0.1371,4.0624,-0.45923,0.4445,5.5931,-0.38399,-0.30675,1,-2.0587,0.75155,1,1
-0.69417,1.6964,-0.24784,-3.6407,0.66737,-0.95824,-4.0769,0.45351,1.2089,1,-1.4225,-1.2769,0,1
0.74495,7.1483,0.82302,5.0223,1.5594,0.075763,5.7741,1.4245,0.18794,1,2.92,0.13857,1,1
0.84481,5.2141,0.79288,4.8657,1.1448,0.3017,5.6801,0.96361,-0.069238,1,-0.57553,0.47545,1,0
0.85524,8.8481,-0.42972,5.6227,2.2032,-3.1576,4.6287,1.7686,3.0648,1,0.058316,-0.41239,1,1
