x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14
-0.73279,-4.9659,-1.3895,-3.0329,-0.98042,-2.0651,-3.6352,-1.0753,1.6325,1,-0.218,1.3126,0,1
0.7557,1.034,0.26136,-3.5448,0.53666,0.013304,-4.8277,0.3666,0.075071,1,0.73385,0.29377,0,1
1.4366,0.36245,0.29055,-3.6359,0.73222,-0.1367,-4.1647,0.63954,0.11243,1,-0.59431,-0.53634,0,0
-0.50375,-0.70886,-1.0975,-2.9351,-0.11166,-1.9519,-3.594,-0.1152,1.7693,1,0.15688,1.0066,0,0
-0.093866,-2.2076,-1.47,3.2653,-0.73716,-2.2442,3.3516,-0.86942,1.9006,0,-0.17792,1.0097,1,0
-0.0057073,-2.9201,-0.44949,3.7658,-0.37637,-0.81397,4.5158,-0.33139,0.77695,1,0.81821,-1.391,1,1
-0.11674,-5.2554,-1.0119,-2.0756,-1.2384,-0.9456,-4.679,-1.1465,0.78538,1,0.26156,-0.73754,0,1
0.29528,-3.6671,-1.0031,3.062,-1.2661,-0.57129,3.8296,-0.98397,0.41786,1,-0.11907,-0.70573,1,0
0.46891,-7.2949,-0.31878,-1.8862,-1.2285,0.47728,-5.4782,-1.044,-0.77622,1,0.99075,0.80216,0,0
0.97837,-8.5861,-0.64738,-1.9656,-1.1382,-0.45378,-5.3687,-1.2135,0.33962,1,0.13009,-0.57064,0,1
0.25205,1.2498,0.32825,-2.2336,-0.30476,1.0102,-5.8573,-0.082569,-0.75769,1,2.6592,0.93229,0,1
0.31656,5.1534,0.58953,-3.868,0.75465,0.28247,-4.8245,0.67517,-0.18395,1,-0.1864,0.30744,0,1
0.44706,11.488,0.35586,-4.1671,1.8236,-0.70284,-4.1057,1.6199,0.80873,1,-0.34398,-1.2442,0,1
-0.59495,0.19928,1.124,4.4588,0.16381,2.2297,5.9804,0.56704,-1.93,1,-1.7268,-0.71607,1,0
0.5532,-3.9873,-0.38379,-3.0504,-0.25864,-0.55921,-4.3852,-0.1784,0.37897,1,-0.0084906,-1.3817,0,0
-1.0582,1.385,0.77395,-2.6779,-0.050599,1.5945,-6.3626,0.0088258,-1.4085,1,4.101,-0.35345,0,1
0.2156,6.0013,1.028,5.01,1.164,0.6233,5.4936,1.1006,-0.38691,1,-1.9654,1.1303,1,0
-1.1763,-0.75683,-0.66487,-3.7295,0.04503,-1.4139,-4.6365,-0.15377,1.2335,1,0.35696,-0.07648,0,1
1.0094,-10.779,-0.89932,2.3794,-2.2207,0.46451,4.0597,-1.9989,-0.51164,0,0.0042091,0.54196,1,1
-0.28342,0.11048,0.4267,-2.5321,-0.023331,0.96178,-5.8621,0.12633,-0.85858,1,-0.23278,0.9792,0,1
-0.62368,-0.95587,-0.3395,-2.8909,0.1208,-0.92209,-4.4215,0.05599,0.84107,1,0.66108,-1.1994,0,1
0.34137,10.597,0.92545,-4.6066,2.2112,-0.60159,-3.2959,1.8381,0.73055,1,1.3419,-1.105,0,1
1.143,-0.3859,-0.28054,-1.9124,-0.45732,0.093227,-4.6627,-0.29591,-0.28478,0,-0.1411,-0.047552,0,0
-0.79795,-6.8019,0.050283,-0.43997,-2.0956,2.0241,-7.2057,-1.6048,-2.0473,1,0.039848,-0.74971,0,0
1.1685,-2.3236,-0.068982,3.9922,-0.045177,-0.22813,4.6892,-0.049267,0.1448,1,-0.12942,-0.53593,1,1
0.050904,-2.9493,-0.24481,2.6535,-0.9477,0.93294,4.7456,-0.54831,-0.95999,1,0.82842,0.86656,1,1
0.51195,7.9755,0.62529,-4.4636,1.7449,-0.18342,-4.5842,1.5659,0.58707,1,-1.1882,-0.49208,0,1
-0.7358,-9.1205,-1.2606,-2.3394,-1.3827,-1.4028,-4.7253,-1.372,1.1328,1,-0.23642,-1.0537,0,1
-1.4914,-6.9829,-1.5051,2.7013,-1.3529,-1.4186,3.2574,-1.5797,1.1598,1,0.0002078,-0.25414,1,1
0.731,5.6739,0.44802,-3.1116,0.85243,-0.22132,-4.1203,0.82012,0.14484,1,1.0542,-0.35934,0,1
0.66863,1.4796,0.14012,-2.7634,0.24527,-0.020051,-4.6433,0.1416,0.055201,1,-0.18077,-0.49283,0,1
1.2081,-1.5999,-0.32733,3.5052,-0.42027,-0.21133,5.2113,-0.4312,0.026954,1,1.8335,-0.55699,1,0
-0.22414,4.6793,0.87779,5.6012,0.89518,0.76483,5.7926,1.022,-0.717,1,-3.3349,0.67913,1,1
-0.26453,1.7964,0.16893,-3.3666,0.70873,-0.65584,-4.153,0.46152,0.78188,1,2.482,-1.7638,0,1
0.45943,-2.6518,-0.013087,4.1369,0.50166,-0.58202,5.1848,0.54609,0.56717,1,-0.71557,-0.72703,1,1
0.98379,-2.302,-0.14848,-2.524,-0.47437,0.25479,-5.4908,-0.30587,-0.27901,1,0.50338,0.73766,0,1
0.83524,3.5277,0.38642,-2.6228,0.51213,0.48344,-4.7503,0.4977,-0.4672,0,-1.1457,0.55871,0,0
0.15184,-2.0269,-0.14935,3.4989,-0.95103,0.60551,4.7397,-0.76248,-0.72335,1,0.65947,1.6699,1,1
0.27843,1.3332,0.42413,-3.6096,0.49613,0.31448,-5.4529,0.3827,-0.18122,1,-0.53919,0.08441,0,1
0.71118,9.8066,0.85333,-4.6005,2.3369,-0.49369,-4.0911,2.0321,0.70975,1,-3.0958,-1.162,0,1
-0.11071,-9.768,-1.4288,-1.8824,-1.9228,-0.94235,-5.3079,-1.766,0.74398,0,-0.43539,-1.2373,0,0
-0.79881,3.2535,0.80801,4.5115,0.43594,1.316,5.8864,0.49112,-1.1432,1,1.108,0.55826,1,1
-0.91616,3.4385,-0.30578,4.4066,0.37527,-1.142,4.5395,0.18412,0.98274,1,-0.27024,-0.91265,1,1
0.88613,5.8997,0.40989,5.0873,1.2905,-0.030725,5.7809,1.2127,0.070796,1,1.5789,-0.33942,1,1
-0.093838,-2.2382,-1.2487,3.171,-0.39942,-2.3997,3.5766,-0.68425,2.0735,1,0.41477,1.1571,1,1
-0.2589,7.6717,0.43094,-4.3716,1.747,-0.89187,-3.8338,1.5693,0.89213,1,1.6362,-1.0503,0,1
0.062902,-0.10869,-0.81225,-4.7663,0.85719,-2.3318,-3.113,0.42444,2.1759,1,-0.55474,1.576,0,1
-0.75505,-4.4459,0.24571,3.1751,-0.77362,0.99425,5.0494,-0.67685,-1.0607,1,-2.6422,1.0062,1,1
0.8469,7.2895,1.1141,5.7659,1.9776,0.18981,6.5152,1.905,0.05734,1,-1.8004,0.88054,1,1
-0.54802,7.7191,0.34354,4.7045,1.5668,-1.0374,5.0063,1.2545,1.1591,1,-1.6042,-0.993,1,1
0.019087,-1.1512,-0.87171,4.1876,0.14952,-1.8452,4.3671,-0.29721,1.6224,1,-0.54299,0.34487,1,0
0.67646,-4.6398,-0.48804,4.1128,-0.34037,-0.49034,4.1191,-0.41594,0.3806,1,-0.27907,-0.86677,1,0
0.57814,8.6342,1.189,5.5588,1.8966,0.23542,6.1917,1.7387,0.11036,1,1.1811,0.64773,1,1
1.0969,-5.5364,-0.77778,-1.6349,-1.0174,-0.46895,-4.9506,-0.9328,0.33883,1,0.58634,-0.24492,0,1
0.72165,-1.9228,-0.25576,3.3542,-0.35899,-0.21798,4.6338,-0.38973,0.088572,1,-0.53538,0.15815,1,1
0.58568,0.58469,0.49791,4.3578,0.057425,0.55547,5.2582,0.18268,-0.46923,1,3.4915,1.0938,1,0
1.0402,1.2059,0.20733,-3.1081,0.47509,-0.13309,-4.9353,0.54998,0.31392,0,1.4902,-0.50419,0,0
