-11.494,1.1129,0.37902,-6.8052,2.4366,0.27271,-1.41,3.4794,4.3235,-3.6494,1.5653,1.6907,0.43611,1.4652,1.1795,0.27686,-0.0094415,-0.16542,-1.5826,0.088949,0.68697,0.98295,-1.4729,-0.55896,1.6916,2.6852,2.4422,-1.2235,-2.2966,-0.17507,1.1378,-1.6554,1.1069,-1.1086,-1.3287,2.4475,2.608,-1.2136,-2.0017,-0.81591,-0.32572,0.57008,1.0641,-1.0219,-2.9219,1.1057,0.62115,1.4417,-2.3293,-2.0901,-1.7291,-1.5517,-1.5707,2.252,-1.1993,-0.41898,0.43087,-1.5714,-0.99243,-0.085975,0.22192,-1.9683,-2.9437,-0.17781,-0.9916,-1.4935,2.1672,0.99925,0.19129,0.18515,-0.24574,1.2111,2.0119,-0.35766,-2.2486,0.88112,0.90678,-0.46933,0.82572,0.78288,0.031421,-0.02105,1.237,-0.6058,-0.048986,-0.33846,-0.95321,0.13064,1.0481,-0.6222,-0.26209,0.57002,0.041634,-0.1557,-0.58377,-1.2041,0.16401,0.078346,0.062702,0.24155,-0.25679,-0.45632,-0.1735,0.17594,0.19835,-0.6647,0.3229
9.1095,3.6375,1.9372,-8.1312,0.18938,-0.015182,1.372,3.6709,1.6023,-1.1784,0.80147,0.37774,-0.85643,0.91699,2.3494,1.1594,0.22399,-0.22553,0.62944,1.1127,-2.1686,0.59184,1.2975,0.52926,2.9892,-2.7689,-1.5436,-1.5008,0.85216,-1.6215,0.70135,1.2335,0.95608,0.22677,0.72973,-1.5408,1.5293,0.18765,-0.43049,2.2813,-2.4021,-1.6758,0.76535,0.42063,-0.22933,1.0435,1.4189,-1.131,-3.0139,-1.6894,1.0658,-2.244,0.52506,1.3236,0.59363,1.6773,-0.80221,0.83705,-0.62898,1.6649,-0.54045,0.63516,1.5337,0.35754,0.63126,0.82683,2.1433,-0.82032,-0.45986,-0.97883,-0.41232,0.24837,0.26509,0.059322,-0.67368,0.084153,1.0979,0.25426,-0.14426,1.6422,-0.26823,0.52926,0.6032,-0.60508,0.63191,0.14133,-0.6342,0.12932,0.10216,0.11885,0.54531,-0.065069,0.28197,0.51466,-2.1482,-0.2004,-1.0423,-1.3952,0.24673,0.084689,0.32432,1.0144,0.37664,-0.87053,-0.059955,0.30131,-1.4047
-6.9026,-10.062,2.9638,-1.8072,1.3517,1.3078,-2.4295,0.26399,-3.115,-2.1625,1.837,-1.1184,-3.1089,0.066205,1.3654,0.47042,0.93167,-1.026,0.31779,-1.4915,-1.2984,0.040495,0.46502,-1.9765,-1.5361,1.4625,1.9421,0.35066,0.038386,1.5874,-1.8502,1.0152,-0.088194,0.46454,-1.6835,-1.371,0.29504,0.20998,-4.0404,-0.19567,0.11203,0.44191,-0.99428,-0.43915,1.7877,-0.79497,0.0085213,-0.99485,-0.99848,1.3972,-1.9757,0.20486,-0.56192,0.063283,-1.3722,-0.44783,0.14873,1.1799,0.36509,0.029669,-1.0842,-1.5504,-1.0622,-0.29205,-1.2819,0.61234,0.94628,0.48791,-1.8277,-1.5714,2.6588,0.6779,-0.54356,0.12655,-2.1736,-0.14003,-0.4062,0.40619,-0.57004,0.66064,-0.71091,0.00303,0.15811,-1.3071,-0.23719,0.9546,-0.27091,-1.2356,1.9487,-0.25473,0.19475,1.3613,-1.5408,0.5283,-0.40948,0.47181,-0.2855,0.29031,0.47466,-0.52353,-1.3821,-0.08483,0.11959,0.5239,0.36651,-0.48763,-0.5315
-1.884,-1.8258,-8.5771,-1.0986,5.687,0.96859,-0.72989,-4.044,-0.352,2.6005,1.2674,-2.4676,-0.41672,-2.5058,2.6176,-0.026135,0.88532,-3.1586,0.54917,2.7978,-0.34837,-0.45578,2.2695,1.0703,-0.71677,0.94232,-2.0934,-1.4887,0.031514,-1.3149,1.1412,-0.83567,2.1941,-3.2294,1.7744,-0.0075756,-0.41979,0.75268,0.24052,-1.5425,-0.64178,-0.69019,0.1791,-2.7111,-0.45655,-0.77706,1.2542,0.10184,1.3817,-1.6988,0.0075623,-1.0431,0.59401,0.78626,-1.593,0.23387,1.329,0.098142,0.33963,0.42347,-0.98953,-1.617,-0.7674,-0.59794,-1.3792,-1.12,-0.79013,1.372,-1.2242,0.48846,0.8875,0.88258,0.29477,-1.0143,0.94615,0.019909,0.84217,-0.99851,-0.26389,-0.32306,-1.0961,-0.12396,1.3002,-0.24639,1.1087,-0.42604,-0.11584,-0.1285,-0.59882,-0.24921,0.62219,-1.8575,-1.0257,0.46307,0.8823,-0.40516,-0.26455,0.35923,0.14825,0.34915,-1.0064,-0.38028,-0.50702,0.0084994,-1.7484,0.027897,0.78572
3.4998,-9.7488,6.0697,-2.22,-2.3984,-1.4946,0.42303,-1.298,-2.2414,-2.2932,0.42743,0.75875,-2.3491,-2.1037,-1.064,1.3471,1.3321,2.5341,0.49427,0.61827,-1.3762,2.5996,0.63064,1.4341,1.9605,0.48736,0.16553,-1.4384,0.72769,1.441,-1.6973,1.1924,0.6825,1.0551,0.12578,2.5229,0.14604,1.0314,-0.75311,1.0484,0.27914,-0.67301,0.12274,-0.18128,-0.70053,-0.42807,0.48602,-0.28189,-0.16411,-0.47472,-1.2286,-1.2231,2.3918,-0.85482,-1.3411,-0.091379,-1.7406,1.1743,0.90956,1.4042,-1.0522,1.6091,0.85345,1.6414,-0.11028,-0.23098,0.15937,0.42249,0.055409,-0.98651,0.090939,-0.93839,-0.74218,1.2582,-0.15031,-0.59836,-1.2577,-0.5155,-0.5035,1.6663,0.71826,2.1514,0.68166,-0.41443,-0.32885,0.96052,-0.39605,-0.44165,0.45113,-0.9564,-0.010362,0.75559,0.17168,0.74675,0.66698,0.70922,-0.8131,-0.90712,0.52375,0.73216,0.29975,0.69141,0.12289,0.32894,0.39,0.11464,-0.33318
-12.224,6.9595,1.4852,1.4398,1.7357,1.586,-1.507,2.7837,-1.576,-1.2112,1.5693,-0.53275,1.5095,-1.3599,0.43725,-0.7496,-1.8742,1.255,-0.87688,0.3076,-1.5987,2.2144,-2.0226,1.318,-1.8804,2.2421,-0.33496,0.93489,-1.3788,-2.729,1.1611,0.94514,0.47164,-0.54782,-0.69019,-0.12634,3.7775,-1.4439,-1.3676,-0.21219,-1.936,-0.039609,0.59199,-0.6161,-1.9754,-0.2143,1.8142,-0.9834,1.3609,2.7868,1.787,-0.16379,-0.041466,1.1424,-1.9138,0.50402,-0.77564,-0.9607,0.39902,-1.1432,-1.0271,1.7225,0.22315,-0.9328,0.65571,0.38251,0.41222,-0.90396,0.52365,0.048784,-1.8505,-1.0059,0.60724,-1.0338,-1.2812,1.1361,-0.51062,0.97531,1.0371,0.62986,-0.13565,-2.6015,-1.2412,1.0222,0.66971,-0.40608,0.51109,-2.3215,-0.68039,0.63009,0.23161,0.48724,1.1924,1.9779,0.063202,-0.92902,-1.5861,-0.51987,-0.11691,1.2205,0.45932,0.45245,0.93542,0.27331,0.15802,-0.12607,-0.32858
0.17599,14.054,-5.7231,-1.0019,-2.5721,-0.99188,-0.66719,-1.1785,-0.21984,1.3568,-1.7571,-1.1315,-1.8712,-0.85905,-0.54221,-0.14715,-0.9238,-0.29055,-1.6779,1.8683,-1.6833,-0.030673,3.2903,-1.3948,-1.8347,2.909,-2.0284,-1.1591,1.6384,-1.7101,0.18584,-0.3344,-0.17276,1.2119,-2.6844,-0.76655,-1.0576,-0.45627,2.5556,0.73324,-0.99052,-0.10663,1.7136,-0.080614,0.66525,1.3272,-2.5144,0.90346,1.1985,0.33713,-0.82549,0.73499,-1.7366,0.47508,-0.62988,-0.05957,1.6527,-1.1024,-0.97441,-0.73094,0.29929,1.005,-0.91189,1.3586,-0.45076,-0.29083,-0.51698,1.5693,-0.81477,0.63251,0.45599,1.5948,-2.8353,0.85035,-0.91821,-0.22767,-0.36366,-1.1273,0.63025,-1.3508,0.46883,-0.27998,-0.33294,-0.1024,-0.72614,1.1779,-0.36774,0.14444,-0.95703,-0.34861,-0.59985,1.1805,-1.754,0.21964,1.2257,0.50918,-0.71835,0.86604,0.33937,-0.52371,0.60982,-1.5046,0.073248,0.7522,0.061044,-0.067004,-0.57906
1.5837,7.7203,2.5567,3.6352,-2.8242,-4.6723,-0.47111,-4.0499,-1.7975,-2.6751,-1.1979,0.93365,0.37178,0.82595,0.15924,-1.2931,1.3616,0.49967,-2.322,0.25532,-1.6341,1.9434,-0.47137,-1.4825,-1.616,-0.11138,3.9857,-2.2991,-0.53373,-2.2794,-0.72912,-1.1089,0.11205,-0.92799,0.80725,0.56213,0.22645,-0.81274,2.5332,-1.6568,-0.32873,1.3624,1.7489,-2.4784,-0.16817,0.18,1.2833,-0.84463,0.16477,0.11933,0.46557,0.10648,-0.89175,-0.96865,0.59467,2.456,0.6102,0.43346,1.4327,-0.76967,-0.82233,0.28457,1.1666,1.7829,-0.27323,1.2848,-0.50896,1.0768,-0.75018,-0.39464,0.077443,0.33595,-1.0031,-0.10079,-0.67988,1.5085,0.092846,-1.9032,-0.029535,-1.1298,0.42549,0.64492,-0.0018063,-1.6823,-0.92281,0.68378,0.91955,0.91346,0.57582,0.34427,0.53792,0.36107,0.014023,0.50892,1.7069,0.38117,-0.54123,0.09681,-0.80972,0.32666,-0.46158,0.28821,-0.53515,0.062383,0.78881,0.87806,0.23022
-2.2211,1.8246,-14.606,0.66393,0.74253,-1.6135,1.6821,-0.53548,2.6453,0.80568,0.14164,-0.010343,0.29988,-1.663,-1.3335,0.33437,0.67475,1.0474,1.2907,0.35093,1.4407,-2.1352,1.1812,-2.3787,0.11333,0.38367,3.6147,-1.5494,-1.5126,-2.2518,-0.45604,-1.042,1.2722,0.50812,-1.4838,1.4025,-0.72177,0.53788,1.7796,2.1171,0.1747,2.7379,-2.0009,1.0129,0.77215,-1.4269,1.0235,-0.87532,-1.5061,0.13757,0.32887,-2.2163,0.44587,0.6899,1.5709,0.0076179,-0.51796,0.90748,-0.13681,-1.4618,0.51946,1.0596,0.74098,-0.64561,1.9414,-0.67991,0.92312,1.4652,0.76612,-0.16771,-0.043811,0.38287,1.4811,-0.033664,0.56199,-0.31439,0.59791,1.0793,0.28381,-0.22315,-0.28172,-0.55241,-0.18396,0.060632,-0.023025,-0.83268,-0.11333,-0.4171,-0.090446,-0.87198,-0.28178,-0.88316,1.1687,1.6392,-0.38555,-0.68165,-0.41204,0.76384,0.20629,1.2242,-0.59894,-0.14326,-0.74293,-0.78225,-1.0154,-0.42705,-1.553
2.4461,5.3413,2.0188,-0.41271,-3.7434,0.84525,-4.8946,-1.7465,1.9884,-0.64036,0.12648,0.46972,3.2344,0.63812,0.077777,-0.47086,-1.918,0.15653,0.40885,-1.9072,2.6127,1.9554,0.89102,-0.045624,1.8012,0.073029,1.7144,4.5897,2.1284,-0.5699,0.42521,-2.444,1.7866,-2.1461,-2.4412,-1.262,0.60851,1.0551,0.99292,-0.86374,2.7241,-0.70645,-0.71806,-3.2926,0.5926,-0.60065,-0.58879,1.5892,1.2856,-1.2894,-0.027585,-0.27807,3.1272,0.022954,0.45302,0.22657,0.40532,1.4644,-1.7301,-0.56981,0.15106,0.48594,-0.088947,-1.091,-2.1318,0.1535,-1.1927,-1.4121,1.2841,0.36183,-0.2576,0.071086,-0.97891,-0.20188,0.24691,1.7296,0.611,-0.21584,-1.0582,0.80687,1.3412,1.0844,0.65343,-0.40931,-0.64984,-0.15032,-0.34847,0.12406,-0.45334,-0.46718,-0.64474,-0.83529,-0.52895,-0.10314,-0.53927,-0.68449,-1.0128,0.15056,0.75389,-0.46844,-0.39547,-0.024038,-0.78343,-1.6133,-0.042458,-0.15244,-0.115
